_id,District,Name (English),Name (Chinese),School Type,Level,Address,Phone,Email,Country,Link
{'$oid': 'bb9d979405c6e054059b07f3'},Kowloon City,Maryknoll Convent School (Primary Section),瑪利諾修院學校（小學部）,Aided,Primary,"130 Waterloo Road, Kowloon City, Kowloon",23360611,mcs_gen_office3@mcsps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=88&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D6%26sort_id%3D-1
{'$oid': '5065a674707946fcfbb6f2e3'},Kowloon City,"Alliance Primary School, Kowloon Tong",九龍塘宣道小學,Private,Primary,"Portion of G/F - 2/F & Whole Floor of 3 - 8/F, 2 Lancashire Rd., Kowloon Tong, Kln",34430100,office@apskt.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=89&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D6%26sort_id%3D-1
{'$oid': '5dd92f8b89399966e52e6ce8'},Kowloon City,Creative Primary School,啟思小學,Private,Primary,"2A Oxford Road, Kowloon Tong, Kowloon",23360266,cps@creativeprisch.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=111&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D6%26sort_id%3D-1
{'$oid': '16e0e6df52bdae30fa454ab1'},Kowloon City,Diocesan Boys' School Primary Division,拔萃男書院附屬小學,DSS,Primary,"131 Argyle Street, Mongkok, Kowloon",31594200,dbspd@dbs.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=78&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D6%26sort_id%3D-1
{'$oid': '42ec259f0fabb7922099728f'},Kowloon City,Holy Trinity Primary School,聖三一堂小學,Private,Primary,"57 Fu Ning Street, Kowloon",27110928,info@htps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=113&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D6%26sort_id%3D-1
{'$oid': '3d1434fa3079bf0641350861'},Kowloon City,Kowloon Tong School (Primary Section),九龍塘學校（小學部）,Private,Primary,"Nkil 2721 Surrey Lane, Cumberland Road, Kowloon Tong, Kowloon",23363802,info@ktsps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=114&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D6%26sort_id%3D-1
{'$oid': '770b5652b30ac9468cd6cf00'},Kowloon City,Kowloon True Light School (Primary Section),九龍真光中學（小學部）,Private,Primary,"115 Waterloo Road, Kowloon",23360662,info@ktlsps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=91&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D6%26sort_id%3D-1
{'$oid': '7117c8b0aebac5204903377e'},Kowloon City,Munsang College Primary School,民生書院小學,Private,Primary,"8 Dumbarton Road, Kowloon City, Kowloon",36553400,primary@munsang.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=104&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D6%26sort_id%3D-1
{'$oid': '4800951828152f37c842180d'},Kowloon City,Po Leung Kuk Lam Man Chan English Primary School,保良局林文燦英文小學,DSS,Primary,"24 Sheung Heung Road & 2 Farm Road, To Kwa Wan, Kowloon",27121270,email@plklmceps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=116&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D6%26sort_id%3D-1
{'$oid': 'f0d8fff70a8bf6be6631029b'},Kowloon City,Pooi To Primary School,香港培道小學,Private,Primary,"3 Fuk Cheung Street, Ma Tau Chung, Kowloon",27112933,infosch@ptps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=92&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D6%26sort_id%3D-1
{'$oid': '5be973a918ac9b439d52d788'},Kowloon City,Pui Ching Primary School,香港培正小學,Private,Primary,"80 Waterloo Road, Kowloon City, Kowloon",27142562,puiching@pcps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=79&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D6%26sort_id%3D-1
{'$oid': 'fe8e33b546305bd98593d634'},Kowloon City,St. Johannes College (Primary Section),聖若望英文書院（小學部）,Private,Primary,"143 Waterloo Road, Kowloon Tong, Kowloon",23362933,pri@st-johannes.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=115&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D6%26sort_id%3D-1
{'$oid': 'ec3aae442b570e92ba70788c'},Kwun Tong,Bishop Paschang Catholic School,天主教柏德學校,Aided,Primary,"6 Wang Chiu Road, Kowloon Bay, Kowloon",27993003,schoolmail@bpcs.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=124&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '63979e423c1e96c934d548c1'},Kwun Tong,Buddhist Chi King Primary School,佛教慈敬學校,Aided,Primary,"12 Kai Lai Road, Kowloon Bay, Kowloon",27594504,info@bckps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=121&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '9b77235efd4cdd616b6aebfe'},Kwun Tong,Carmel Leung Sing Tak School,迦密梁省德學校,Aided,Primary,"Estate School No. 2, Shun On Estate, Kwun Tong, Kowloon",23422455,office@clst.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=120&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'd33017ba5da330ec79d584fb'},Kwun Tong,Conservative Baptist Lui Ming Choi Primary School,浸信宣道會呂明才小學,Aided,Primary,"78 Choi Ha Road, Kowloon Bay, Kowloon.",27547024,mail@apps.lmc.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=117&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'b07dff84c5dab0a872643d9b'},Kwun Tong,Hong Kong Taoist Association Wun Tsuen School,香港道教聯合會雲泉學校,Aided,Primary,"2 ON YAN STREET, KWUN TONG, KOWLOON",27570854,hktawts@hktawts.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=118&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '7c68839bd2a5dbf5c831b0a9'},Kwun Tong,Jordan Valley St. Joseph's Catholic Primary School,佐敦谷聖若瑟天主教小學,Aided,Primary,"80 Choi Ha Road, Kowloon",23050061,jvsj@jvsj.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=123&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'fb0a0293c721b395a47df80d'},Kwun Tong,Kowloon Bay St. John The Baptist Catholic Primary School,九龍灣聖若翰天主教小學,Aided,Primary,"23 Kai Yip Road, Kwun Tong, Kowloon",23432311,sch@kbsjb.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=126&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '8ec43dee2cfd3de47281a951'},Kwun Tong,Ping Shek Estate Catholic Primary School,坪石天主教小學,Aided,Primary,"Estate School No. 1, Ping Shek Estate, Kwun Tong, Kowloon",23212988,psec@psec.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=127&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '866f659f518591222d9f558a'},Kwun Tong,S.K.H. Kowloon Bay Kei Lok Primary School,聖公會九龍灣基樂小學,Aided,Primary,"6 Kai Yan Street, Kowloon Bay, Kowloon",27969393,kbkeilok@kbkeilok.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=128&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'c6b64958b916b1b509d9d951'},Kwun Tong,C.C.C. Kei Faat Primary School,中華基督教會基法小學,Aided,Primary,"34 Yuet Wah Street, Kwun Tong, Kowloon",23418088,info@kfp.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=145&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '748473f7588c9ec284b58c54'},Kwun Tong,C.C.C. Kei Faat Primary School (Yau Tong),中華基督教會基法小學（油塘）,Aided,Primary,"25 Yau Tong Road, Yau Tong, Kowloon (B2 Exit Yau Tong MTR Station)",23895458,enquiry@kfps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=130&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '87486a8a2cccca38399d385c'},Kwun Tong,H.K.T.A.Y.Y.I. Chan Lui Chung Tak Memorial School,香港道教聯合會圓玄學院陳呂重德紀念學校,Aided,Primary,"5 Ko Chiu Path, Yau Tong, Kowloon",27099978,mail@clcts.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=131&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '11e1860d1ffe99006d4a36b4'},Kwun Tong,Kwun Tong Government Primary School,觀塘官立小學,Gov't,Primary,"240 Ngau Tau Kok Road, Kwun Tong, Kowloon",27560762,ktgps@edb.gov.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=147&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '84271c46d60e1ff3c8a57e77'},Kwun Tong,Kwun Tong Government Primary School (Sau Ming Road),觀塘官立小學（秀明道）,Gov't,Primary,"130 Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",27092220,ktgpssmr@edb.gov.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=143&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'df1bdab7162861d1e04710c1'},Kwun Tong,Lam Tin Methodist Primary School,藍田循道衞理小學,Aided,Primary,"On Tin Street, Ping Tin Estate, Lam Tin, Kwun Tong, Kowloon",23461033,info@ltmps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=125&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'd633c95827e909722286ae49'},Kwun Tong,Lok Wah Catholic Primary School,樂華天主教小學,Aided,Primary,"81 Chun Wah Road, Kwun Tong, Kowloon",27585767,lwcps@lwcps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=132&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '942d25fd5336fd8a390ae940'},Kwun Tong,L.S.T. Yeung Chung Ming Primary School,樂善堂楊仲明學校,Aided,Primary,"Lok Wah South Estate, Ngau Tau Kok, Kowloon",27559195,info@ycmps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=149&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '5bbd4f533a122ac86e8a6d10'},Kwun Tong,Man Kiu Association Primary School,閩僑小學,Aided,Primary,"Estate School No. 3, Upper Ngau Tau Kok Estate, Kwun Tong, Kowloon",27570490,mkaps@mkaps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=133&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'a3701eff960edfbac2d9275d'},Kwun Tong,Our Lady of China Catholic Primary School,天主教佑華小學,Aided,Primary,"Estate Primary School, Tsui Ping Estate Phase IV, Kwun Tong, Kowloon",23482366,info@oloccps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=119&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'e51982f9ec114c081dd1cc1f'},Kwun Tong,Sau Mau Ping Catholic Primary School,秀茂坪天主教小學,Aided,Primary,"Po Tat Estate, Kwun Tong, Kowloon",23484218,sams@smpcps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=138&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '8396454d845f9c313426af8e'},Kwun Tong,Sau Ming Primary School,秀明小學,Aided,Primary,"5 Sau Fung Street, Sau Mau Ping, Kwun Tong, Kowloon",23493478,smpsmail@gmail.com,Hong Kong,sch_detail.php?lang_id=1&sch_id=139&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '0e6269bdef3289581502f45a'},Kwun Tong,S.K.H. Kei Hin Primary School,聖公會基顯小學,Aided,Primary,"On Shin Road, Upper Ngau Tau Kok Estate, Kowloon",27507771,keihin@skhkeihin.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=144&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'dded53b555bd337014565325'},Kwun Tong,S.K.H. Kei Lok Primary School,聖公會基樂小學,Aided,Primary,"Lok Wah Estate, Ngau Tau Kok, Kowloon",27555611,info@skhklps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=134&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'ee057c4ce6106e957659862a'},Kwun Tong,S.K.H. Lee Shiu Keung Primary School,聖公會李兆強小學,Aided,Primary,"School No. 1, On Tin Street, Ping Tin Estate, Lam Tin, Kwun Tong, Kowloon",23408383,info@skhlsk.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=135&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'b359add5aee37899d3f51251'},Kwun Tong,S.K.H. St. John's Tsang Shiu Tim Primary School,聖公會聖約翰曾肇添小學,Aided,Primary,"11 On Chui Street, Kwun Tong, Kowloon",23226125,info@skhsjtst.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=129&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '18909330d0c407b7b54cf280'},Kwun Tong,S.K.H. Tak Tin Lee Shiu Keung Primary School,聖公會德田李兆強小學,Aided,Primary,"No 3 Hing Tin Street, Lam Tin, Kwun Tong, Kowloon",27759338,info@skhttlsk.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=136&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'c33128e9c683f2978e1db3d7'},Kwun Tong,S.K.H. Yautong Kei Hin Primary School,聖公會油塘基顯小學,Aided,Primary,"23 Yau Tong Road, Yau Tong, Kowloon",27570322,ykh@skhykh.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=137&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '6c81235207afff0297d6784a'},Kwun Tong,St. Antonius Primary School,聖安當小學,Aided,Primary,"1 Yau Tong Road, Kwun Tong, Kowloon",23484283,info@saps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=140&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'bb2bec0104cacab875ebd58b'},Kwun Tong,St. Edward's Catholic Primary School,聖愛德華天主教小學,Aided,Primary,8 Hing Tin Street Lam Tin Kwun Tong Kln,27179585,stedwardcps@stedward.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=141&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '37d9b0c0af634a93917cec0b'},Kwun Tong,St. John The Baptist Catholic Primary School,聖若翰天主教小學,Aided,Primary,"29 Yee On Street, Kwun Tong, Kowloon",23890428,info@sjbcps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=146&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '11f5a38e40c05203265a76bd'},Kwun Tong,St. Matthew's Lutheran School (Sau Mau Ping),路德會聖馬太學校（秀茂坪）,Aided,Primary,"123 Sau Ming Road, Sau Mau Ping Estate, Kwun Tong, Kowloon",27723797,school@smssmp.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=142&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '3b201e7fb4a496fb616c4a9b'},Kwun Tong,The Mission Covenant Church Holm Glad Primary School,基督教聖約教會堅樂小學,Aided,Primary,"77 Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",27574566,mcchgps@hgps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=122&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': 'c56c1eb68d697df996c7e0db'},Kwun Tong,Fukien Secondary School Affiliated School,福建中學附屬學校,DSS,Primary,"Yau Tong Estate Phase 2, Kwun Tong, Kowloon",26060670,info@fssas.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=150&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '006a9d29269cedabe8c481d6'},Kwun Tong,St. Joseph's Anglo-Chinese Primary School,聖若瑟英文小學,Private,Primary,"57 Kwun Tong Road, Kwun Tong, Kowloon",23255851,info@sjacps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=148&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D7%26sort_id%3D-1
{'$oid': '7db279bff0f132665b3306f4'},Sai Kung,Assembly of God Leung Sing Tak Primary School,基督教神召會梁省德小學,Aided,Primary,"2 Man Kuk Lane, Tseung Kwan O, N.T.",21911929,aoglsttko@lsttko.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=213&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': 'e5ba4c665d80da1fa3f4dbcf'},Sai Kung,Chi Lin Buddhist Primary School,佛教志蓮小學,Aided,Primary,"1 Tong Chun Street, Tseung Kwan O, N.T.",22463959,office@chilinbps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=231&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': '85c076ebb4190ebf8c01b10b'},Sai Kung,Christian & Missionary Alliance Sun Kei Primary School,基督教宣道會宣基小學,Aided,Primary,"Sheung Tak Estate, Tseung Kwan O, N.T.",21916996,info@sunkei.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=219&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': 'afb84e3936d1abe8a48b114c'},Sai Kung,Erudite Government Primary School,安博官立小學,Gov't,Primary,"8 On Hei Street, Sai Kung, New Territories",23661530,egpsinfo@edb.gov.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=550&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': '7c1535ee2a16fdee73133cee'},Sai Kung,HHCKLA Buddhist Wong Cho Sum School,香海正覺蓮社佛教黃藻森學校,Aided,Primary,"King Lam Estate, Tseung Kwan O, N.T.",26234773,school@bwcss.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=236&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': '284c1e716f147d85461d366b'},Sai Kung,Hong Kong And Macau Lutheran Church Ming Tao Primary School,港澳信義會明道小學,Aided,Primary,"7 Choi Ming Street, Choi Ming Court, Tseung Kwan O, N.T.",31294294,mtps@hkmlc-mtps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=220&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': 'a4e24db82000eec02db11644'},Sai Kung,Hong Kong and Macau Lutheran Church Primary School,港澳信義會小學,Aided,Primary,"4 Chap Fuk Road, Tseung Kwan O, N.T.",27019803,info@hkmlcps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=238&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': 'b231ca1c443b5eb430df061a'},Sai Kung,King Lam Catholic Primary School,景林天主教小學,Aided,Primary,"King Lam Estate, Tseung Kwan O, N.T.",27030499,klcps@klcps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=221&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': 'e5e3b2e5c43e2632bc82b8b8'},Sai Kung,Lok Sin Tong Lau Tak Primary School,樂善堂劉德學校,Aided,Primary,"Po Lam Estate, Tseung Kwan O, N.T.",27013072,mail@lautak.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=218&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': '217e1ec956eb032e24d800b2'},Sai Kung,P.L.K. Fung Ching Memorial Primary School,保良局馮晴紀念小學,Aided,Primary,"2 Pui Shing Road, Tseung Kwan O, N.T.",27066620,fcs@plkfcmps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=224&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': '5bd1805f0600e46074dfb67f'},Sai Kung,P.L.K. Wong Wing Shu Primary School,保良局黃永樹小學,Aided,Primary,"2 Tong Yin Street, Tseung Kwan O, N.T.",21770050,info@plkwws.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=222&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': '59a4f098850ddd91b33e51d1'},Sai Kung,Pok Oi Hospital Chan Kwok Wai Primary School,博愛醫院陳國威小學,Aided,Primary,"Sheung Tak Estate, Tseung Kwan O, N.T.",21785700,info@pohckwps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=215&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': 'd9f0f809d76a4fa21bb2d1e9'},Sai Kung,Sai Kung Central Lee Siu Yam Memorial School,西貢中心李少欽紀念學校,Aided,Primary,"18 Wai Man Road, Sai Kung, N.T.",27916681,info@lsy.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=227&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': 'fc3daf8bf7d76f4397da0423'},Sai Kung,Sai Kung Sung Tsun Catholic School (Primary Section),西貢崇真天主教學校（小學部）,Aided,Primary,"Blocks F & G Ancillary Block, Po Tung Road, Sai Kung, N.T.",27922246,info@stcps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=232&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': '0f2b3071967900a6723967fe'},Sai Kung,S.K.H. Tseung Kwan O Kei Tak Primary School,聖公會將軍澳基德小學,Aided,Primary,"82 Po Hong Road, Tseung Kwan O, N.T.",23206066,tkokt@tkokt.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=223&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': 'ac12eb40cec7ca98c2033f19'},Sai Kung,St. Andrew's Catholic Primary School,天主教聖安德肋小學,Aided,Primary,"30 Chui Ling Road, Tseung Kwan O, N.T.",22463313,info@sacps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=225&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': '52ca6dbd41034d0af77f38ad'},Sai Kung,S.T.F.A. Leung Kit Wah Primary School,順德聯誼總會梁潔華小學,Aided,Primary,"2 Mau Tai Road, Tseung Kwan O, N.T.",26233628,stfalkwps@lkw.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=226&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': '9b91adff5d6993ed82d2b926'},Sai Kung,Tseung Kwan O Catholic Primary School,將軍澳天主教小學,Aided,Primary,"6 Tong Yin Street, Tseung Kwan O, N.T.",26235679,info@tkocps.edu.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=229&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
{'$oid': '147872cdc5c9b468b0c4edf1'},Sai Kung,Tseung Kwan O Government Primary School,將軍澳官立小學,Gov't,Primary,"Hau Tak Estate, Tseung Kwan O, N.T.",27012886,tkogps@edb.gov.hk,Hong Kong,sch_detail.php?lang_id=1&sch_id=233&return_page=sch_list.php%3Flang_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26district_id%3D8%26sort_id%3D-1
