_id,District,Name (English),Name (Chinese),School Type,Level,Address,Phone,Email,Country,Link
{'$oid': '058c1742e183a3565783a604'},Eastern,The Chinese Foundation Secondary School,中華基金中學,DSS,Secondary,9 Harmony Road Siu Sai Wan Chai Wan,29047322,info@cfss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=455&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': 'b5ad447a5169caf0f7a6e863'},Eastern,The Methodist Church HK Wesley College,衞理中學,Aided,Secondary,33 Siu Sai Wan Road Chai Wan,28967705,mcw@mcw.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=349&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': '52c830fbc949eb7373887e08'},Kwun Tong,Buddhist Ho Nam Kam College,佛教何南金中學,Aided,Secondary,3 Ko Chiu Road Yau Tong,23400871,enquiry@bhnkc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=94&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': '3d5b0ac15e6e7b9b635434da'},Wan Chai,Hong Kong Tang King Po College,香港鄧鏡波書院,Aided,Secondary,25&27 Kennedy Road,25272427,school@hktkpc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=366&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': 'e2adb65ab4035318ce6adb05'},Wan Chai,Marymount Secondary School,瑪利曼中學,Aided,Secondary,123 Blue Pool Road Happy Valley,25728221,office@mss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=211&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': 'c25f443a59127408e7440e0a'},Wan Chai,St. Paul's Secondary School,聖保祿中學,Aided,Secondary,18A Ventris Road Happy Valley Hong Kong,25773836,spssmail@spss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=274&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': '5be39fa9e9a43ef019c0cc90'},Wan Chai,Wah Yan College Hong Kong,香港華仁書院,Aided,Secondary,281 Queen's Road East Wanchai,25722251,wahyan@wahyan.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=372&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D2
{'$oid': '041de12e999f694aa204506e'},Islands,Buddhist Fat Ho Memorial College,佛教筏可紀念中學,DSS,Secondary,99 Tai O Road Tai O Lantau Island,29855365,info@eclass.bfhmc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=93&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '4cc0997e08ea7265cbf4172c'},Islands,Caritas Wu Cheng-Chung College,明愛胡振中書院,Aided,Secondary,"4 Chung Yat Street, Tung Chung",28172318,cwcc@cwcc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=223&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '29e91b1b4aecdf1646b728a9'},Islands,Cheung Chau Government Secondary School,長洲官立中學,Gov't,Secondary,5B School Road Cheung Chau NT Hong Kong,29810514,ccg@ccgss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=37&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '2f1e8c55db0a438dbb678b12'},Islands,HKFEW Wong Cho Bau Secondary School,香港教育工作者聯會黃楚標中學,Aided,Secondary,"Area 10, Phase 3, Fu Tung Estate, Tung Chung, Lantau Island, N.T.",21094005,contact@wcbss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=374&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '159a273dd93d5a87b5f34b9c'},Islands,Ho Yu College and Primary School (Sponsored by Sik Sik Yuen),嗇色園主辦可譽中學暨可譽小學,Aided,Secondary,4-6 Kin Tung Road Tung Chung,21091001,mail_ss@hoyu.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=261&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'e6f761b6f2cc1cf6445866ff'},Islands,Ling Liang Church E Wun Secondary School,靈糧堂怡文中學,Aided,Secondary,37 Man Tung Road Tung Chung,21094000,ewun@llcew.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=196&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '7ec78825bbebe2d5f54180b1'},Islands,PLK Mrs. Ma Kam Ming-Cheung Fook Sien College,保良局馬錦明夫人章馥仙中學,Aided,Secondary,Fu Tung Estate Tung Chung Lantau Island,21091133,plkcfsmail@plkcfs.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=15&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'b1a34db62f616e83a3f6dc17'},Islands,Tung Chung Catholic School,東涌天主教學校,Aided,Secondary,"8,Yat Tung Street, Yat Tung (2) Estate,  Tung Chung, Lantau Island, N.T.",21210884,email@tccs.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=80&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '3b51d30506ac7cc1316feb9f'},Islands,YMCA of Hong Kong Christian College,港青基信書院,DSS,Secondary,"2 Chung Yat Street Tung Chung, N.T., Hong Kong",29888123,info@yhkcc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=114&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'a06125828c124fa77352c1df'},Kwai Tsing,Buddhist Sin Tak College,佛教善德英文中學,Aided,Secondary,"5 Hing Shing Road, Kwai Chung",24212580,info@eclass.bstc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=102&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '8c5288827f70938c50ffdad1'},Tuen Mun,Buddhist Sum Heung Lam Memorial College,佛教沈香林紀念中學,Aided,Secondary,"Estate Secondary School No.1, Tai Hing Estate, Tuen Mun, N.T.",24377000,info@bsc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=103&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '3eca1b0a1db559b6b6a1ed22'},Kwai Tsing,Buddhist Yip Kei Nam Memorial College,佛教葉紀南紀念中學,Aided,Secondary,Cheung Ching Estate Tsing Yi,24953363,info@ykn.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=104&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '91090138fc77205207b5114e'},Kwai Tsing,Caritas St. Joseph Secondary School,明愛聖若瑟中學,Aided,Secondary,"10 Fung Shue Wo Road, Tsing Yi Estate, Tsing Yi, New Territories",24331282,school@csjss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=226&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '87e28a0e1cab4ad65608cf04'},Tuen Mun,Caritas Tuen Mun Marden Foundation Secondary School,明愛屯門馬登基金中學,Aided,Secondary,3 Wong Yin Street Tuen Mun,24610304,info@tmmarden.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=227&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '0b8d7dcf704ae7b82d99c7ec'},Kwai Tsing,Carmel Alison Lam Foundation Secondary School,迦密愛禮信中學,Aided,Secondary,4 Wah King Hill Road Kwai Chung,27445117,calfss.mail@calfss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=144&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '2abacae116450d587edd2d1e'},Kwai Tsing,CCC Chuen Yuen College,中華基督教會全完中學,Aided,Secondary,"15 Sheung Kok Street, Kwai Chung Estate, N.T.",24205050,office@chuenyuen.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=450&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '6b1a87e11390e2be67c1cf55'},Tuen Mun,CCC Tam Lee Lai Fun Memorial Secondary School,中華基督教會譚李麗芬紀念中學,Aided,Secondary,"10, San Wo Lane, San Hui, NT",24522422,tll-mail@tllf.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=451&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '56b4b4ec25ca14784b7e57cd'},Tuen Mun,Ching Chung Hau Po Woon Secondary School,青松侯寶垣中學,Aided,Secondary,"No. 21, Hang Fu Street, Tuen Mun, N.T.",24577154,email@cchpwss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=241&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'dd8fbf3287ee0afad53a7b59'},Tuen Mun,Chung Sing Benevolent Society Mrs. Aw Boon Haw Secondary School,鐘聲慈善社胡陳金枝中學,Aided,Secondary,20 Siu Lun Street Tuen Mun,24524688,info@csbs.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=458&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '80ecf66b6dd1574212a58ece'},Tuen Mun,CMA Choi Cheung Kok Secondary School,廠商會蔡章閣中學,Aided,Secondary,No. 1 Tsing Hoi Circuit Tuen Mun,24520681,info@cmacck.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=38&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '864a34446b443156a2677aa1'},Kwai Tsing,CNEC Lee I Yao Memorial Secondary School,中華傳道會李賢堯紀念中學,Aided,Secondary,1 Shing Fuk Street Kwai Shing,24204141,mailbox@vclass.liymss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=433&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '0a02fd4a57ae50f283d22349'},Kwai Tsing,Cotton Spinners Association Secondary School,棉紡會中學,Aided,Secondary,350 Kwai Shing Circuit Kwai Chung,24220028,csa@csa.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=216&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'b9b6146139aa0a310ecdb46b'},Kwai Tsing,Daughters of Mary Help of Christians Siu Ming Catholic Secondary School,天主教母佑會蕭明中學,Aided,Secondary,6 Kwai Yip Street Kwai Chung,24241796,general@dmhcsm.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=338&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '9c829a1e4146c808dd654c0d'},Tuen Mun,HHCKLA Buddhist Leung Chik Wai College,香海正覺蓮社佛教梁植偉中學,Aided,Secondary,"7 Wu Fai Street, Wu King Estate, Tuen Mun",24676672,school@blcwc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=396&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'af50d8e1013dc60a8c30b114'},Kwai Tsing,HKSYC & IA Chan Nam Chong Memorial College,香港四邑商工總會陳南昌紀念中學,Aided,Secondary,12 King Cho Road Cho Yiu Estate Kwai Chung NT,27410326,info@cnc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=385&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '3f7aa9e44c67564b4ba31fea'},Kwai Tsing,HKTA The Yuen Yuen Institute No. 1 Secondary School,香港道教聯合會圓玄學院第一中學,Aided,Secondary,42 Wo Yi Hop Road Kwai Chung,24271641,hktayy1@yy1.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=365&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '9d271a7ee4e38229005cd75d'},Tuen Mun,Ho Ngai College (Sponsored by Sik Sik Yuen),嗇色園主辦可藝中學,Aided,Secondary,8 Oi Ming Lane Tuen Mun,24417100,info@hongai.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=260&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '83bb0c6ea3482a1ed86bf1d9'},Tuen Mun,Ju Ching Chu Secondary School (Tuen Mun),裘錦秋中學（屯門）,Aided,Secondary,28 Yeung Tsing Road Tuen Mun,24611555,mail@jcctm.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=244&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'ef4fb3b47e0cc85681b46006'},Kwai Tsing,Kiangsu - Chekiang College (Kwai Chung),葵涌蘇浙公學,Aided,Secondary,83 Hing Shing Road Kwai Chung,24202103,kcckc@kcckc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=175&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'ace4a608d5eaad867a8560aa'},Kwai Tsing,Kwai Chung Methodist College,葵涌循道中學,Aided,Secondary,Estate Secondary School Lai Yiu Estate NT,27450010,office@kcmc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=176&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'b3d4cc0529171cb747e8e9c7'},Kwai Tsing,Lai King Catholic Secondary School,荔景天主教中學,Aided,Secondary,Estate School No. 1 Lai King Estate NT,27441610,lkcss@lkcss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=189&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'b8e529b7928f5fbd5ddf1d93'},Kwai Tsing,Lingnan Dr. Chung Wing Kwong Memorial Secondary School,嶺南鍾榮光博士紀念中學,Aided,Secondary,Estate Secondary School No 2 Lai King Estate Kwai Chung New Territories,27439488,cwk@ldcwkmss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=199&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'e7773be2e10b356be78e9398'},Kwai Tsing,Lions Clubs International Tseung Chui King College,獅子會蔣翠琼中學,Aided,Secondary,"90 Hing Shing Road, Kwai Fong, Kwai Chung NT",26147938,info@lcitckc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=317&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '07f1609049ab7ad4c4ed8c9a'},Kwai Tsing,Lok Sin Tong Leung Chik Wai Memorial School,樂善堂梁植偉紀念中學,Aided,Secondary,Cheung Hong Estate Tsing Yi,24955890,admin@lstlcw.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=183&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '1e9fe327c232412563123853'},Tuen Mun,NLSI Peace Evangelical Secondary School,新生命教育協會平安福音中學,Aided,Secondary,"No. 3, Hang Kwai Street, Tuen Mun, N.T.",24401828,enquiry@nlsipess.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=407&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'bf3ba3ed52c048f55c47791f'},Tuen Mun,PAOC Ka Chi Secondary School,加拿大神召會嘉智中學,Aided,Secondary,273 Wu Chui Road Tuen Mun,24413818,kcss@kachi.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=143&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'dde806a42bf71f8fcf058fc1'},Kwai Tsing,Po Leung Kuk Lo Kit Sing (1983) College,保良局羅傑承（一九八三）中學,Aided,Secondary,Cheung Hong Estate Tsing Yi,24977110,info@plk83.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=4&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'a9afcf3054f4bdf7281b2395'},Sham Shui Po,Po Leung Kuk Tong Nai Kan Junior Secondary College,保良局唐乃勤初中書院,Aided,Secondary,No. 11 Mei Lai Road Sham Shui Po,21945707,plktnkjsc@plktnkjsc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=17&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'da386209c5d0411330e33372'},Kwai Tsing,Pope Paul VI College,保祿六世書院,Aided,Secondary,8 Lei Pui Street Kwai Chung,24208155,school@ppaulvi.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=21&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '27c28d0bfc39ba0b903e9c90'},Kwai Tsing,Queen's College Old Boys' Association Secondary School,皇仁舊生會中學,Aided,Secondary,"Phase I, Cheung On Estate, Tsing Yi",24975688,info@qcobass.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=127&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'e9d4a2010e6cb682b40d6409'},Kwai Tsing,Salesians of Don Bosco Ng Siu Mui Secondary School,天主教慈幼會伍少梅中學,Aided,Secondary,"30, Kwai Hop Street, Kwai Chung, N.T.",24258223,ngsiumui@sdbnsm.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=335&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '6c80025ab88d89fa8ebbe838'},Tuen Mun,San Wui Commercial Society Secondary School,新會商會中學,Aided,Secondary,"Area 1, Leung King Estate, Tuen Mun, New Territories",24632660,swcs@swcs.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=401&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '410bea5c4cdb4def06b5da3f'},Kwai Tsing,Shun Tak Fraternal Association Lee Shau Kee College,順德聯誼總會李兆基中學,Aided,Secondary,303 Kwai Shing Circuit Kwai Chung,24294051,office@lskc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=323&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'f7dbe441698a3edf2b5df934'},Tuen Mun,S.K.H. St. Simon's Lui Ming Choi Secondary School,聖公會聖西門呂明才中學,Aided,Secondary,85 Heung Sze Wui Road Tuen Mun,24598236,lmc@skhsslmc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=295&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'd8480684571beb07cfaddf29'},Wan Chai,St. Francis' Canossian College,嘉諾撒聖方濟各書院,Aided,Secondary,9-13 Kennedy Road Wan Chai Hong Kong,25872700,sfcc@sfcc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=151&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'f6526d680831d59b73bea7ae'},Kwai Tsing,The Methodist Lee Wai Lee College,李惠利中學,Aided,Secondary,2-4 Kwai Yip Street Kwai Chung,24279121,info@lwlc.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=411&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '73a4f3797c2d2977d2d0ed34'},Tuen Mun,Tuen Mun Catholic Secondary School,屯門天主教中學,Aided,Secondary,Kin Sang Estate Tuen Mun,24632082,info@home.tmcss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=346&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'f6ce91d47a9226cd789c0e04'},Kwai Tsing,TWGHs Chen Zao Men College,東華三院陳兆民中學,Aided,Secondary,1-5 Kwai Hop Street NT,24245318,info@twghczm.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=61&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'df3c97f1fe2f29a5408f8bce'},Kwai Tsing,TWGHs S. C. Gaw Memorial College,東華三院吳祥川紀念中學,Aided,Secondary,"7 Tsing Sum Street, Town Centre, Tsing Yi, N.T.",24950226,info@twghscgms.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=75&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': '61e45c40901a31e458728d11'},Tuen Mun,TWGHs Yau Tze Tin Memorial College,東華三院邱子田紀念中學,Aided,Secondary,"1 Siu Hong Road, Siu Hong Court, Tuen Mun, N.T.",24652205,mailbox@ytt.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=74&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
{'$oid': 'd4533c36abe2837dc07de164'},Tuen Mun,Yan Chai Hospital No. 2 Secondary School,仁濟醫院第二中學,Aided,Secondary,Standard Secondary School Area 31 NT,24673736,school@ych2ss.edu.hk,Hong Kong,sch_detail.php?li_id=2&lang_id=1&chg_district_id=1&sch_id=251&return_page=sch_list.php%3Flang_id%3D1%26chg_district_id%3D1%26search_mode%3D%26frmMode%3Dpagebreak%26sort_id%3D-1%26district_id%3D3
